x,a,b,c,d
1,0.410161727424454,0.544280120797941,0.170110933094611,0.449537640761
2,0.356616687209355,0.521344734480162,0.144886107399034,0.518348469749794
3,0.382203101791517,0.380448427829132,0.117897653764577,0.477411750741814
4,0.296438664691209,0.289837492409646,0.106294330059118,0.379970339653445
5,0.254942794816813,0.256366232674788,0.097466096677705,0.314537868778136
6,0.23769737703138,0.235915558237061,0.0839621865238394,0.269307369951722
7,0.207726166201774,0.216621782448648,0.0865310658315726,0.253244953068542
8,0.182961119799205,0.191467848025845,0.0760127053756765,0.234289063944077
9,0.16354858810844,0.182571293493731,0.0811228889226542,0.228735713191715
10,0.154017891573954,0.177631054841937,0.0839367314892615,0.215491004383866
11,0.15996553158689,0.162612834640889,0.0834885617902767,0.214641357541638
12,0.160657130799892,0.15169395702785,0.0765654371322421,0.203825414836429
13,0.151077683623283,0.14139119468839,0.0792386068957652,0.192891441633103
14,0.147882188030743,0.135967404563413,0.0815005334149378,0.191368652794729
15,0.1445986824275,0.140406151495315,0.0783746144048252,0.18161462606522
16,0.137980657659951,0.139438963680782,0.0750176981065091,0.179514060439931
17,0.133112666811909,0.132710222027324,0.0719396474732571,0.16968559188258
18,0.131202259350146,0.132445217959464,0.0713274429175465,0.164254008008804
19,0.124781778681499,0.129903543845366,0.077592557261247,0.170465636268118
20,0.122165178039786,0.123986325299868,0.078055840566845,0.162058987003603
21,0.120247861286638,0.121097480775619,0.0763589910277876,0.159400704557262
22,0.11664514757937,0.119546008945164,0.0783179345609121,0.164325896094944
23,0.114791719865287,0.116007632799123,0.0775329052339282,0.161603356395828
24,0.115523259608149,0.115034575285687,0.074322920810541,0.155748727658766
25,0.112566547407239,0.113158065871498,0.0738788813571633,0.15588383552023
26,0.108262175249726,0.109684248763479,0.0738958749053643,0.157986686579402
27,0.105898978667686,0.108753886797626,0.07312297214251,0.152506238784481
28,0.102201524257369,0.109358658972978,0.0734417500093851,0.1497256037509
29,0.101347351784229,0.105775910562548,0.0726924513693353,0.149953143236962
30,0.100398041397118,0.103330876134059,0.0706859164294717,0.14498306471985
31,0.0981091433410755,0.101392594066327,0.0712142338452996,0.1452857235965
32,0.099594937453457,0.0983807943737897,0.072372375176492,0.144097037091446
33,0.101031143830732,0.0978694413756479,0.0706700606626042,0.141493429714232
34,0.101222538739919,0.0967178887551689,0.0694499317744175,0.138653665880483
35,0.0985800223340746,0.0956589171483746,0.0685344193334773,0.134759331866354
36,0.0982649005132166,0.0973453212838477,0.0669778077734759,0.133174895744443
37,0.0956942483872297,0.0980455557793063,0.067302917422853,0.131199989369479
38,0.0942484482509924,0.0972922729471021,0.0666611374727588,0.132600603757068
39,0.0930425330361768,0.0958330637282811,0.0667015426242579,0.130428480261612
40,0.0912741148849322,0.0959991870687207,0.0686020560173805,0.130553365181399
41,0.0893793879735211,0.0937820658495787,0.0692388249424684,0.13208930310078
42,0.0876010022287212,0.0930507979110324,0.0687921598668466,0.130272682439942
43,0.0858438812528086,0.0915311238568599,0.0683662699110211,0.129783420980687
44,0.0844928480260233,0.089532920728587,0.0689089271081071,0.128098818120446
45,0.083240081661454,0.0876066729265889,0.0682892704214271,0.126277772043704
46,0.0820338479495303,0.0861101852770769,0.0680754508493806,0.125438716996842
47,0.0820355400019209,0.0844251627889428,0.0670765856599161,0.123918806715001
48,0.0807981726987183,0.0830799831059032,0.0657048484103676,0.122713296768309
49,0.0792251290626148,0.0819355322446217,0.06441930119586,0.12137788542493
50,0.0780000940621849,0.0808032136743789,0.0635123843214474,0.121203140269831
51,0.0769097325363675,0.0808773266150905,0.0623605407929643,0.120294113222023
52,0.075554281225727,0.0799500941916632,0.061532839951014,0.11842755668541
53,0.076319825359937,0.0788448148325222,0.0608403029706046,0.118037539926786
54,0.0756148564573961,0.0779683946780791,0.0601307864523282,0.117067924218911
55,0.0748318735920064,0.0770344625806836,0.060529294924377,0.115394931155939
56,0.0753104861441083,0.0756894202033132,0.0598668210141235,0.11395987395742
57,0.0753307793349382,0.0765826797140539,0.0592376881577631,0.112741398326235
58,0.0746118796590435,0.0761683700500338,0.0586897832190092,0.11164740663953
59,0.0774276930794505,0.0761163638128354,0.0580935660310421,0.110343601945994
60,0.0785623243379135,0.0770087382910331,0.0571979615717738,0.110774325182491
