x,a,b,c,d
1,0.116678849215514,1.19334617146383,0.781473068265256,0.25698677956522
2,0.100443096688455,0.662364863780229,0.538423330070342,0.221614182854993
3,0.153551336739921,0.575873520066005,0.54630620179879,0.307787398993517
4,0.212325459729618,0.494877096947903,0.502274044446262,0.402856922855965
5,0.256223356673654,0.405319366933205,0.421068142777777,0.415388194174813
6,0.278046364135983,0.358474930042068,0.408227033724758,0.368626496593623
7,0.279094070559382,0.339686539692877,0.397635533899167,0.381316743469559
8,0.264460040491595,0.329703647362074,0.371064907237331,0.391985559802041
9,0.239040188113997,0.319524042685988,0.330954844516907,0.387779652209489
10,0.222861594678012,0.305742374222462,0.310486121478925,0.352941032565338
11,0.217782881082497,0.287865001884447,0.300596717232687,0.335502508887197
12,0.218784996082096,0.266751011112416,0.293837229637663,0.347003757650783
13,0.222350566936003,0.248728387225237,0.286172106746983,0.345921736461739
14,0.226111777648335,0.237123569590359,0.27593618709641,0.338070167078778
15,0.228732965408897,0.229622444548894,0.26290827010175,0.339613850598458
16,0.229480957302361,0.224486519106559,0.247626104856938,0.325463990326728
17,0.228047701277304,0.220468634095658,0.235185488442768,0.3110146272395
18,0.224413797817134,0.216721117589999,0.226510395483377,0.296927502206887
19,0.218745545308813,0.212708297964706,0.220315107875496,0.284596086673942
20,0.211277056525192,0.208129319282,0.215583735045962,0.280973797315096
21,0.202313692688235,0.202853458530086,0.211558078313501,0.274430180508764
22,0.194021510606997,0.196867978338743,0.207705636038384,0.266394761481754
23,0.188114957394316,0.190237418410965,0.203680029039205,0.264256839876756
24,0.184069103209366,0.183072740182506,0.199281085716702,0.257644056583907
25,0.181426387201533,0.175991035916984,0.194418448913313,0.249500407408558
26,0.179795397331306,0.170293126841548,0.18908042630873,0.249925527290912
28,0.178265083694564,0.162021428180131,0.177177411684419,0.235497505458882
29,0.17787479263817,0.159006376570246,0.171356038751149,0.232023293426585
30,0.177499639879378,0.156493350271067,0.166516633480502,0.226341596466433
32,0.17632341002554,0.152404280918746,0.159092273215607,0.217788842581895
33,0.175364758386339,0.150605741776027,0.156204154643901,0.21394131900012
35,0.172496000174917,0.147104096846275,0.15145617285197,0.206014165014066
36,0.170557495502269,0.145295404504274,0.149402403075766,0.205273818758296
38,0.165687165145547,0.141401709290528,0.145572348457962,0.197606319987202
40,0.159593733425159,0.137046507526941,0.141789250972981,0.189568371605991
42,0.15248973218137,0.132438080487614,0.137817883489487,0.192806582051442
44,0.146403713477885,0.127108229276242,0.133553810586558,0.185774998774866
46,0.141629241654735,0.121749106595068,0.128982005412562,0.181367969993458
48,0.13787893743126,0.11731729173608,0.124143941987045,0.176608463222737
50,0.134894116726348,0.113722727513317,0.119315758894128,0.172827567620987
52,0.132442678077945,0.110772103437265,0.115282595055923,0.169525086905686
55,0.12936388991706,0.107197764026296,0.110489332442072,0.163125607338226
58,0.126594753451117,0.104257644283643,0.106760156177627,0.158396913166347
60,0.124761047682717,0.102485656680767,0.104662101226527,0.15375024091606
63,0.121879165432456,0.0999363381903322,0.101862673116943,0.15185103699881
66,0.11874183639067,0.0973804744135377,0.0992747746351046,0.147027473704364
69,0.115306558549807,0.094726513723319,0.0967388701370337,0.143785610237357
72,0.111582392418859,0.0919339977929215,0.0941584392813511,0.140393998424771
76,0.106242524838296,0.0879903680571816,0.0905691625865978,0.135404978466563
79,0.102378914340829,0.0848947887275499,0.0877519608143936,0.131618623408881
83,0.0982710908129786,0.0809754619585303,0.0838546554593919,0.128008265870195
87,0.0950790245551701,0.0778349791994741,0.0801519635895626,0.122779635635242
91,0.0925421880439862,0.0752992845399156,0.0771381143449939,0.119294019185394
95,0.090446537019926,0.0732027069218033,0.0746590869515822,0.115448471546847
100,0.0881932361937372,0.0709945323654921,0.0720986045244072,0.112163249138254
105,0.086123930990179,0.0690564509252549,0.0699302870032518,0.110540730509372
110,0.0840768076610561,0.0672434654253296,0.0679870442061963,0.107748854773222
115,0.0819545869050959,0.0654600819566811,0.0661512430700579,0.105497647103354
120,0.0797085335459708,0.0636495512969301,0.0643458700508201,0.103532404054809
126,0.0768142493781355,0.0614291696420631,0.0621575532039173,0.130825999663461
132,0.0736690295366818,0.0590711573248886,0.0599143817069739,0.135478604701682
138,0.0705432254042682,0.056655663865813,0.0576141043712382,0.131806758376715
145,0.0674734767759813,0.0540410434606414,0.0549138322006576,0.126497799164551
151,0.0653006558314614,0.0521929820191005,0.052902910693964,0.121907271202624
158,0.0631680160375463,0.0503913621671931,0.0509439325869436,0.118217553548167
166,0.0611090685813246,0.048674101404937,0.0490891606335166,0.115914541208058
174,0.05931282196181,0.0472022445192735,0.0475209283936046,0.112486963938364
182,0.05766955339396,0.0458806922484477,0.0461381565224239,0.109137600601715
191,0.0559090183866233,0.0444890777269517,0.0447115063167886,0.105704808678063
200,0.0541755278642161,0.0431366695851503,0.0433511950017632,0.102849639137234
209,0.0524310986419117,0.0417858056222912,0.0420115346618827,0.100681580273454
219,0.0504621072150214,0.0402654992725909,0.0405179707924835,0.0988074909632709
229,0.0484621500569516,0.0387205339925951,0.0390078320958789,0.0956965361070079
240,0.0462930629168083,0.0370065625468996,0.0373309501358535,0.0925930376872132
251,0.0444462873458308,0.03548127335002,0.0357429888902182,0.0895289575710188
263,0.042771122492611,0.0340988923496839,0.034294105161073,0.0866785377518825
275,0.0413621876418108,0.0329402583885074,0.0330792992039667,0.0843315126485872
288,0.0400738035588109,0.03188145853985,0.0319576933773337,0.0904118929949829
302,0.0387488085040122,0.0308562504083267,0.030906729476265,0.0881904916940244
316,0.0375335269121629,0.0299240438032926,0.0299605065371459,0.0854121212060272
331,0.0363023071314849,0.0289827396986207,0.029014325540243,0.0829714940925454
347,0.0350309683088423,0.0280089402401499,0.0280437078172417,0.0803564151914912
363,0.0337793902252049,0.0270446773872543,0.0270883445736874,0.0781732869904586
380,0.0324598525046181,0.026019839056442,0.0260765319938199,0.075990894885614
398,0.0310732843268515,0.024933136071858,0.0250052507623315,0.0740549110311814
417,0.0296917447480655,0.0238210060156743,0.0238910484875959,0.0729215397752595
437,0.0284609997006183,0.0228255803948763,0.02287310497167,0.0715458788539654
457,0.0274148378295954,0.0219867623782125,0.0220150329102131,0.0697345228478582
479,0.0264239572026867,0.0211995417650249,0.0212107736844929,0.0680124970052211
501,0.0255536447383226,0.0205139372081018,0.0205124183701402,0.0662396535670927
525,0.0246976237273391,0.0198437866058132,0.019832843091906,0.0644398038155152
550,0.0238722345004621,0.0191995765577576,0.0191831065909887,0.0627409212537026
575,0.0230872451327627,0.018586568454535,0.0185681374827336,0.060881245105853
603,0.0222518831829399,0.0179248498888578,0.017901159238281,0.0621078548406097
631,0.0214132232454386,0.0172658280640749,0.0172454175215496,0.0672727921903137
661,0.0205216393781409,0.0165631226022718,0.0165496993600139,0.0651602515366351
692,0.0196225790903377,0.0158447606800868,0.0158382465202772,0.0627919559174833
724,0.0187931792015601,0.0151733276734499,0.0151606890014904,0.0604471099565469
759,0.0180171377587172,0.0145517687959007,0.0145332354746812,0.0584857751981427
794,0.0173477473087615,0.0140213674509182,0.0139981549954921,0.05724590210617
832,0.0167113339078711,0.0135217887725816,0.0134949126693095,0.0559394864512905
871,0.0161287679992619,0.0130674688591774,0.0130382727289848,0.0544056476824072
912,0.0155696280734463,0.0126324927998741,0.0126022327041527,0.0535528213307115
955,0.0150223141620044,0.0122059055305324,0.0121757712614173,0.0520402934216209
1000,0.0144773395027106,0.0117787083341611,0.0117497488218805,0.0507319300612065
1047,0.0139280634295549,0.0113445527640094,0.0113176242468191,0.0491781210755718
1096,0.0133710106769705,0.0109000507044407,0.0108757880210955,0.0488800998108646
1148,0.0127948751670259,0.010435878815973,0.0104147493474726,0.0501685709211944
1202,0.012229898771675,0.00997542470594175,0.00995478580479297,0.051936814293344
1259,0.0117254954010116,0.00956109491799069,0.0095352663463208,0.0538008722851136
1318,0.0112646902246193,0.00919102977604934,0.00916385549618218,0.0518185234862182
1380,0.0108390267095663,0.00885377555384449,0.00882611561483055,0.049879425813631
1445,0.0104429595841767,0.00854220690904937,0.00851446312872941,0.048198423472728
1514,0.0100630721481239,0.00824436190579096,0.00821695254751591,0.046463619537533
1585,0.00970270565826577,0.00796151095108066,0.0079348194464494,0.0448887563930782
1660,0.00934512382141324,0.00767938001032532,0.00765375771133115,0.0432814321437315
1738,0.00899064138021901,0.00739736922032344,0.00737308955038729,0.0421310928740541
1820,0.00863191021964602,0.00710911414294027,0.00708639117192246,0.0413251823238848
1905,0.00827231903506097,0.00681714769817939,0.00679609649216036,0.0402112294963602
1995,0.00790549021144026,0.00651614200842043,0.00649653449892939,0.0387039501139635
2089,0.00756389252795084,0.00623566492846943,0.00621607875921155,0.0372628200669286
2188,0.00725252321211747,0.00598234862310192,0.00596277951431927,0.036402841878313
2291,0.00696996478810878,0.00575442236237554,0.00573491943284443,0.0361568434649732
2399,0.00670822022666171,0.00554469192498776,0.00552534529772975,0.0355685048018395
2512,0.00646234019990281,0.00534842119678858,0.00532934843460838,0.0343679276030063
2630,0.00623246558292281,0.00516273271678095,0.00514239207400126,0.0356528255522904
2754,0.00600124970169064,0.00497856619360227,0.00495906885296345,0.0343707104070954
2884,0.00577242716195007,0.00479500776454516,0.00477643571410498,0.0337824549832479
3020,0.0055439606889067,0.00461003606457249,0.0045924448318258,0.0326756336341296
3162,0.00531483181975595,0.00442264606170268,0.00440606291892734,0.0314914031644786
3311,0.00508350665349102,0.00423157188454689,0.00421600316946642,0.0302690759438841
3467,0.00485881373544135,0.00404493619439159,0.00402989149271444,0.0290616615660342
3631,0.00465342610475988,0.00387571313234051,0.00386104907832538,0.0280169458318259
3802,0.00446648808855359,0.00372299918857381,0.0037087121767721,0.0270719020231147
3981,0.00429394867645139,0.00358303980639638,0.00356914313755014,0.026279466764807
4169,0.00413202504308709,0.00345229304675605,0.00343881210267764,0.0256169575104973
4365,0.00397875366265649,0.00332869984280411,0.00331566308904064,0.0249416378309041
4571,0.00383006207946845,0.00320854707826282,0.00319598860851504,0.0241827054514354
4786,0.00368465713333491,0.00309044160418169,0.00307839062128323,0.0241782920151878
5012,0.00353973320865914,0.00297185505398684,0.00296033985059709,0.023409429342581
5248,0.00339792239018885,0.00285337785732438,0.00284154201463723,0.0227447133864594
5495,0.00325255721467086,0.00273248070429933,0.00272126749389995,0.0218958800408923
5754,0.00310786012363749,0.0026111857821323,0.0026004924981769,0.0210566659648852
6026,0.00297352709665592,0.00249909994641228,0.00248878601109435,0.0202816764657534
