x,a,b,c,d
1,0.512839566947514,0.761480006831296,0.870601449386646,0.144307340774511
2,0.655823297543864,0.466069726153948,0.832987520631037,0.468313670802517
3,0.536588884554658,0.313814392673751,0.576015662172586,0.472259217204674
4,0.415692431004485,0.273445731645556,0.77455613972661,0.629914886092232
5,0.580471803657867,0.430382737163864,0.680297844463152,0.567834541109795
6,0.545828821905533,0.52936107190095,0.707585118462571,0.580406335765219
7,0.4789080973176,0.47207187689004,0.675359533726894,0.509608113828189
8,0.509409509855826,0.455813130833283,0.676573407086591,0.510850099830209
9,0.457153543072642,0.531621361327063,0.67814483469856,0.579277489199673
10,0.458819105641782,0.486532687369321,0.709943156535132,0.528234648890943
11,0.447752445453796,0.486582032928447,0.652173495606418,0.498667495408342
12,0.440828631098735,0.524182843432006,0.621202132131517,0.511450445359876
13,0.460604997813332,0.5039331213918,0.665278170587464,0.54257066446489
14,0.442772089337574,0.516413660400489,0.644681426032896,0.533479034054265
15,0.440887005088552,0.531826787012123,0.623789580557311,0.513507404952112
16,0.455688321256734,0.522794838872521,0.648452333409027,0.536948752371167
17,0.446579556536201,0.547959985963111,0.61208405077223,0.517968816856987
18,0.43835508132916,0.552923176391706,0.610247926572314,0.521870383565717
19,0.443324457426942,0.536741624514933,0.612444417172389,0.527157754529829
20,0.444590886950853,0.557723613935575,0.599144625415701,0.512764755902799
21,0.429269549323845,0.558026686132193,0.60259407811321,0.519710198999113
22,0.426770414143849,0.536800971696543,0.599132751612625,0.513855233863756
23,0.434538874741008,0.550223424966506,0.592086390451992,0.505971600169582
24,0.417787562323931,0.552879711913661,0.598511598628303,0.528907591521797
25,0.411606408523114,0.532893423212561,0.597274117633594,0.51840710399177
26,0.422113318928914,0.539040479230184,0.590381766278572,0.521428690557652
28,0.403549598321867,0.533513800221361,0.596629824304921,0.523504177140172
29,0.414308700596245,0.536404944058984,0.584433934375198,0.517585883120041
30,0.405074328416516,0.545336069736784,0.581320318153964,0.529371658994877
32,0.40829561396342,0.537860316507111,0.571595155994421,0.519092728652838
33,0.399512996868963,0.547667544773548,0.567492746408248,0.5153789693423
35,0.40253296360726,0.540205577276287,0.563820211480926,0.517624316403093
36,0.393294339051584,0.550008937103038,0.55920274056272,0.513158399473005
38,0.396296106277428,0.542080624842592,0.558403587938285,0.52020059072027
40,0.385325315928569,0.542743554107818,0.562603882266444,0.526250541553442
42,0.385133984780573,0.556646325237011,0.556842243405203,0.526088289660419
44,0.378729851758664,0.561761858600338,0.565795661733116,0.542507929086109
46,0.370776822535209,0.565244226305763,0.573633020623299,0.544209472329432
48,0.362535645775301,0.577272145009049,0.569924577105005,0.534491929557623
50,0.357965087652009,0.578583110185274,0.568677915408392,0.539670312004563
52,0.353868453824072,0.573142457427048,0.573763588553659,0.543054242677471
55,0.346934140623622,0.569969103979433,0.567964400095752,0.537337064090413
58,0.340619761298322,0.564411975052334,0.562799028893904,0.530174240151716
60,0.334744750768428,0.566732262544523,0.555504452203515,0.525159141831664
63,0.329293194774648,0.560787480809556,0.551567944106623,0.521543101214657
66,0.324113636762427,0.555249834221466,0.547630521897911,0.518691745754237
69,0.31902850636574,0.550227257629382,0.543659621618007,0.51425824416727
72,0.313944809475409,0.545740451142899,0.539649639139689,0.512020801684096
76,0.307781447095118,0.53617875764013,0.537510363738242,0.503757337171599
79,0.302666345612814,0.533173489305879,0.533520554994386,0.503316332592356
83,0.297898051810465,0.532220572474657,0.523709877530053,0.498691882243597
87,0.290117689671591,0.530318314021378,0.519448348446112,0.498514835990985
91,0.284752256593917,0.524389893384199,0.517784813439818,0.493503988006202
95,0.281938275323443,0.523845212067695,0.50911615980277,0.487112476778248
100,0.274918232407079,0.519659788167156,0.508172953444456,0.486599248180785
105,0.27060835477673,0.519964908305164,0.500831605521613,0.480434080122706
110,0.267554671892292,0.516191676178072,0.49646610052504,0.476371508649444
115,0.262004932296265,0.51236306056529,0.495970446420997,0.47399443686158
120,0.258098836875136,0.512306578094695,0.489845442176894,0.468124248621983
126,0.253287419833658,0.517963278871936,0.497991393506088,0.465928984032311
132,0.246193294899758,0.526384612283289,0.500632617666393,0.460421728255814
138,0.239894821839043,0.530119998261109,0.49887020587114,0.458607324933705
145,0.233624150805833,0.526255347011945,0.497991467985174,0.458401484306073
151,0.22869819405665,0.523550722841095,0.494913183308739,0.456095111880378
158,0.223518819019097,0.521419090937195,0.489097919433488,0.451712252644592
166,0.218216555216818,0.515430721279037,0.487665997421021,0.44924846964739
174,0.213120499427117,0.512873290399501,0.482709239683306,0.445951961322634
182,0.208974908975308,0.507947780803275,0.478807986085543,0.442672345693071
