x,a,b,c,d
1,1.04091659858714,0.321973235378207,0.149670601299976,0.42786784085361
2,0.689393241614853,0.227325157250837,0.257775631514474,0.572806344880162
3,0.494098369073713,0.18172733465048,0.226853722726255,0.610582331349919
4,0.478020812645948,0.213648979624857,0.210979172385523,0.566240308250945
5,0.392402850427763,0.221748042682344,0.200596304979606,0.481546260852569
6,0.370769509588177,0.200427334596029,0.197207316065984,0.428390856485729
7,0.37178626911604,0.219251698784854,0.17670315773492,0.391217625423879
8,0.329412484004082,0.234906823051868,0.189897377673167,0.37912790601881
9,0.342433045852992,0.213231640747521,0.190763548094383,0.367274981499327
10,0.334755117641367,0.223083732353453,0.185023430930672,0.343412238670773
11,0.308236231642387,0.232119528186693,0.195978156175734,0.346812153768761
12,0.307305458620577,0.222877100167275,0.203262277427398,0.351586593493906
13,0.301776316816393,0.243117936146282,0.195050387206204,0.340090688711502
14,0.28604172806056,0.238472716747158,0.202007574969794,0.332439654280521
15,0.287053135773667,0.227634490262054,0.206139555527795,0.322939003072195
16,0.284915195505063,0.233592479254348,0.20413132384616,0.307597691701415
17,0.268673358994417,0.23143156937332,0.218665151747565,0.314757728325761
18,0.279622303028904,0.227376480973158,0.211438736124511,0.319728245279147
19,0.28432921734192,0.232464154172176,0.205237200402965,0.305243736603481
20,0.271100606155291,0.230461603169454,0.210028447533583,0.311931635541372
21,0.267864989964785,0.223899497974945,0.20655337904924,0.317216254787653
22,0.26927943610303,0.236832158733405,0.20561233363986,0.305409428532073
23,0.258180927141333,0.239880175874635,0.208489324377563,0.303075598525535
24,0.259353569165016,0.235345874837928,0.205567320609399,0.299406525225612
25,0.265532745440094,0.237139804619863,0.202157813419947,0.291567726633291
26,0.259655621172423,0.23887615028592,0.212929784814451,0.304271658506865
27,0.25677282414069,0.233245963231303,0.213014422232014,0.316530591516547
28,0.254304316557859,0.238121915592392,0.211535895679919,0.313096935711633
29,0.249523206919104,0.242661809547686,0.212495004696714,0.306594885519638
30,0.252223170615906,0.24163675133151,0.213231479223997,0.308230276119045
31,0.256728198669723,0.247269088601909,0.210668494343039,0.302229394699706
32,0.249639779365558,0.24476138119068,0.214804380137286,0.299989942900553
33,0.24670228425059,0.237405394652892,0.217563478847017,0.303928059824133
34,0.246098952981084,0.242151189873057,0.21912163105001,0.299869902469223
35,0.243234990349844,0.245626287674592,0.221146534285724,0.301852812264802
36,0.244368343772497,0.242737706605609,0.218175307471783,0.302294325187811
37,0.246259049507093,0.244953268137516,0.212815395282239,0.297333442223628
38,0.240561758944364,0.244150376033975,0.2176042196392,0.298794575819386
39,0.236534317469511,0.238440655702319,0.219531883366865,0.302218374721722
40,0.238906762730379,0.241688844020499,0.219038035277967,0.294799219807602
41,0.236426906918468,0.245547862428472,0.220656451617779,0.304205556781682
42,0.232513351516139,0.243343332376481,0.219163204970259,0.304689039802856
43,0.236597839082144,0.244024979855177,0.214301659165951,0.305562382024392
44,0.233641799151289,0.245581416396532,0.217757186033827,0.313726495476504
45,0.230583005808259,0.240816733879937,0.217734496967989,0.320732603429488
46,0.228677723225135,0.240284963855134,0.21685636486603,0.320210280617514
47,0.227121417102699,0.24458074935285,0.216500544975224,0.314830516881249
48,0.226391352879346,0.242089586066346,0.218031642877823,0.314404627266004
49,0.228340360614333,0.245309592822381,0.21488395512794,0.30913586043836
50,0.228778599312179,0.244740292553392,0.21476984365811,0.305988265375862
51,0.231131109204437,0.24010489611393,0.218767578376847,0.309086397435316
52,0.234387139760388,0.241565390557941,0.217870192676541,0.304534148471346
53,0.230679720019266,0.244022322025589,0.220938835661728,0.305356426573512
54,0.229377765851404,0.245011891015822,0.220078449432178,0.304737065983683
55,0.230516609966442,0.249120792099094,0.216585456657197,0.301954053776989
56,0.229247398381304,0.250101578851268,0.218305442688972,0.30069249165875
57,0.225684794413623,0.246741198095812,0.220384781906913,0.302513057914426
58,0.226479873130177,0.247640898313905,0.222365742782653,0.300366243566838
59,0.223840413686052,0.249122254648205,0.221626809265547,0.297314789085486
