x,a,b,c,d
1,1.32914979081796,1.29295973295897,1.15916990480952,1.12945710707857
2,1.02405504311988,1.0516086170522,1.43313834299803,0.998375784392917
3,1.05777376611259,1.22685583443134,1.23567556376106,0.912303709114946
4,0.99277076655846,1.19610322224952,1.22294691219235,0.812205403429656
5,0.945421724171281,1.14334770682885,1.1917137427865,0.766594974150855
6,0.897884128539944,1.18749780410135,1.16343872537369,0.729472640597677
7,0.915264286068889,1.11852250498257,1.07651957936443,0.704349795988286
8,0.866096501113427,1.02945074517798,1.05787162490649,0.664750223349511
9,0.843981395029813,1.02391330166004,0.989810185108287,0.630654773048044
10,0.814262758295627,1.04066091276287,0.977428038128033,0.606520318108655
11,0.770041814845538,0.979613436900374,0.922315006961844,0.58414925437098
12,0.78834754818214,1.00536857837491,0.913560908588399,0.581376879910788
13,0.793490556815724,0.964220363694378,0.867641040060759,0.571024307539351
14,0.778870375801671,0.936183010237037,0.861436138332145,0.561565693045982
15,0.756883220331374,0.930425344069635,0.822366244401669,0.543046697376416
16,0.761858657640167,0.935420284776514,0.817966488008669,0.52666689038278
17,0.739533565540759,0.901055334159727,0.784130296976784,0.514189798624598
18,0.714475553607841,0.885134766515123,0.781036401773341,0.5053303558258
19,0.716384902995927,0.892764872806364,0.752765278136098,0.494730399593317
20,0.704894589903646,0.863868230189133,0.762373335872536,0.488099345654851
21,0.682888376272791,0.874143802782561,0.747654546093387,0.478325813672723
22,0.664716987519382,0.84767059072735,0.743090309054853,0.475208373763649
23,0.648432685373476,0.830530818323685,0.726917999696157,0.465945579083255
24,0.63110279924345,0.820530155838594,0.721154427286493,0.458202233410233
25,0.641227309665989,0.823407067434346,0.706840137877303,0.448591101894838
26,0.626008561156731,0.799794945081073,0.700637208750197,0.447483908909395
28,0.609181068737454,0.787381140656756,0.681528285485666,0.432254587438674
29,0.597870653952304,0.772854624891472,0.670103584521032,0.424871696333309
30,0.591917418086738,0.775206493654535,0.663751798464614,0.42037857668023
32,0.588247574736215,0.745114847361267,0.647207863295359,0.41421610257088
33,0.591817871459503,0.732312144086733,0.637880185773031,0.409935574686129
35,0.576008739317591,0.721450934386492,0.623300183029006,0.400953638442786
36,0.580274417490368,0.72269760775839,0.617393362839039,0.396207379360242
38,0.563599118059765,0.697773989235225,0.603853762762536,0.389227896574438
40,0.560774110759206,0.688907856974432,0.591108282350175,0.379674678369159
42,0.542221571093,0.681947414067333,0.617971628710897,0.382134257427699
44,0.55494582406501,0.697254312731062,0.638773924618912,0.379042341215583
